student_id,full_name,email,age,course_name,year_of_study,timetable_group,commute_minutes,study_hours_per_week,sleep_hours_avg,attendance_rate,campus_visits_per_week,lms_logins_per_week,library_visits_per_week,avg_assignment_score,avg_quiz_score,events_interested_count,societies_joined_count,society_events_interested_count,helpdesk_messages_count,lost_found_reports_count,high_contrast_enabled,text_scale,notifications_enabled,part_time_job_hours,late_submissions_count,engagement_score,wellbeing_score,risk_score,target_at_risk,target_performance_band,estimated_final_mark
STU0236,Selina Blanch,selina.blanch236@fictional-campus.test,22,Law,1,G1,29,14,7.4,69.4,3,24,4,44.7,43.1,4,1,1,0,0,False,base,True,9,2,5.5,53.1,66.8,True,Low,43.8
STU0237,Glen Heaney,glen.heaney237@fictional-campus.test,19,Economics and Finance,2,G1,51,13,6.1,79.0,5,25,6,45.4,51.3,3,1,4,1,0,False,base,False,0,3,8.1,56.6,65.0,True,Low,42.7
STU0238,Nora Hurley,nora.hurley238@fictional-campus.test,27,Psychology,3,G3,16,16,4.5,78.4,3,14,8,43.4,54.6,2,1,4,1,0,False,base,True,11,1,5.1,44.6,60.4,True,Low,52.3
STU0239,Shea McFarland-O'Reilly,shea.mcfarland.oreilly239@fictional-campus.test,20,Psychology,1,G1,13,10,8.7,87.5,2,20,2,66.9,66.7,0,2,3,0,0,False,base,True,8,1,9.2,65.3,44.8,False,Medium,67.5
STU0240,Kerrie McAreavey,kerrie.mcareavey240@fictional-campus.test,19,Economics and Finance,4,G2,33,22,6.4,85.6,4,32,4,47.9,67.0,6,2,5,0,0,False,sm,False,21,3,10.1,39.3,75.4,True,Low,52.5
STU0241,Robyn Twomey,robyn.twomey241@fictional-campus.test,20,Computer Science,4,G3,8,14,8.0,92.5,4,25,6,87.1,70.8,4,0,2,0,0,False,base,True,0,0,9.1,76.2,27.7,False,High,73.7
STU0242,Faye O'Casey,faye.ocasey242@fictional-campus.test,19,Engineering,1,G3,55,14,8.7,88.1,1,29,8,53.8,78.2,0,0,1,2,0,False,base,True,0,2,5.0,79.2,61.6,True,Medium,62.7
STU0243,Gregory Kealey-Herbert,gregory.kealey.herbert243@fictional-campus.test,19,Economics and Finance,4,G3,55,12,8.0,67.0,2,22,2,32.7,50.6,1,3,8,0,0,False,lg,True,18,4,16.0,61.5,75.9,True,Low,41.8
STU0244,David MacGill,david.macgill244@fictional-campus.test,21,Engineering,2,G3,35,19,6.2,67.7,3,33,5,56.9,77.7,4,2,3,0,1,False,base,True,8,0,16.6,69.4,51.1,False,Medium,59.4
STU0245,Robert Gill,robert.gill245@fictional-campus.test,21,Economics and Finance,2,G1,64,4,5.1,72.7,2,13,3,42.3,48.3,4,0,0,0,0,False,base,False,3,1,5.0,42.8,63.7,True,Low,47.1
STU0246,Don Prendergast,don.prendergast246@fictional-campus.test,20,Data Analytics,2,G2,25,11,6.4,73.4,2,24,6,46.8,70.7,3,3,5,0,0,False,base,True,13,2,11.4,41.0,51.7,False,Medium,61.3
STU0247,Steven Sinan-Lang,steven.sinan.lang247@fictional-campus.test,21,Engineering,1,G2,36,13,7.6,83.6,4,24,3,42.1,57.3,4,1,6,0,0,False,base,True,15,4,8.1,82.1,62.8,True,Low,41.7
STU0248,Deaglan Logan,deaglan.logan248@fictional-campus.test,21,Business Studies,2,G2,47,16,5.5,88.6,2,21,2,53.8,62.0,6,1,4,0,0,False,sm,True,0,3,5.1,40.3,69.8,True,Medium,60.3
STU0249,Jon Gavigan,jon.gavigan249@fictional-campus.test,21,Economics and Finance,4,G3,51,24,7.4,83.3,3,34,5,75.3,81.2,3,0,0,1,0,True,lg,True,0,0,6.1,65.0,41.3,False,High,73.2
STU0250,Alastair Storey-Doolan,alastair.storey.doolan250@fictional-campus.test,19,Law,3,G1,49,16,8.0,72.1,4,26,3,52.8,57.1,6,0,2,0,0,False,base,True,18,1,10.3,68.6,56.6,True,Low,52.8
STU0251,Bailie Clohessey-Walls,bailie.clohessey.walls251@fictional-campus.test,20,Engineering,2,G1,35,26,6.7,93.4,3,33,7,76.9,66.8,3,1,5,0,1,False,base,False,0,0,13.3,55.4,49.1,False,High,78.1
STU0252,Cianan Rahilly-Davitt,cianan.rahilly.davitt252@fictional-campus.test,20,Law,3,G2,42,25,7.0,63.9,5,39,7,50.5,69.1,5,1,0,0,0,False,base,True,23,4,19.2,50.2,81.4,True,Medium,60.9
STU0253,Mrs. Leona Largan,mrs..leona.largan253@fictional-campus.test,20,Marketing,2,G3,18,23,8.5,87.4,4,35,8,78.0,86.0,4,0,1,0,0,False,lg,False,0,0,10.5,68.3,31.5,False,High,78.8
STU0254,Kaitlyn Nary,kaitlyn.nary254@fictional-campus.test,28,Computer Science,2,G1,7,13,7.2,85.5,3,25,3,63.1,60.4,3,1,2,0,0,False,lg,True,10,1,12.0,57.3,40.8,False,Medium,59.5
STU0255,Chelsea Classon,chelsea.classon255@fictional-campus.test,21,Business Studies,1,G1,41,11,8.8,79.1,2,22,3,45.8,67.6,6,1,1,0,0,False,base,True,18,2,5.0,83.5,66.2,True,Low,47.6
STU0256,Niall Dever-Condon,niall.dever.condon256@fictional-campus.test,18,Marketing,1,G2,42,10,6.8,76.9,5,6,4,54.6,37.4,8,3,5,0,0,True,base,True,13,1,14.0,60.5,43.6,False,Low,48.6
STU0257,Katelyn Corcoran,katelyn.corcoran257@fictional-campus.test,23,Data Analytics,2,G1,77,13,5.8,77.1,2,24,4,47.0,60.2,2,3,7,1,0,False,base,True,0,0,14.8,60.1,58.8,True,Low,51.9
STU0258,Meabh Clinten-Feeley,meabh.clinten.feeley258@fictional-campus.test,21,Economics and Finance,2,G2,71,18,5.0,93.0,4,22,5,60.1,62.0,6,2,6,2,0,False,base,True,5,1,12.9,56.7,53.5,False,Medium,60.6
STU0259,Saul Lynchehaun,saul.lynchehaun259@fictional-campus.test,20,Data Analytics,1,G3,43,11,6.7,72.0,4,21,3,38.3,70.9,1,1,4,0,0,False,base,True,9,2,7.8,55.5,66.0,True,Medium,55.1
STU0260,Eunan Dillane,eunan.dillane260@fictional-campus.test,20,Business Studies,1,G1,34,5,7.1,76.9,4,22,3,42.5,62.8,1,2,3,0,0,True,sm,True,1,0,12.5,62.5,52.2,False,Low,49.4
STU0261,Samantha Milmo,samantha.milmo261@fictional-campus.test,19,Marketing,3,G3,61,24,7.0,94.9,5,34,5,64.2,68.7,3,0,1,1,0,False,base,True,0,1,12.8,71.9,51.0,False,Medium,65.4
STU0262,Lydia Hehir-Short,lydia.hehir.short262@fictional-campus.test,21,Data Analytics,1,G2,52,16,6.9,88.7,1,24,4,73.9,73.6,4,2,1,2,0,False,base,True,0,0,8.7,51.4,33.5,False,Medium,68.5
STU0263,Joanna Neelan,joanna.neelan263@fictional-campus.test,20,Data Analytics,2,G3,30,10,6.2,85.1,6,24,4,59.3,58.3,7,3,5,1,0,False,base,True,0,0,16.0,52.1,41.0,False,Low,54.2
STU0264,Steven Mulhare-Lysaght,steven.mulhare.lysaght264@fictional-campus.test,20,Engineering,1,G2,26,12,7.9,84.6,3,24,5,50.4,80.3,2,0,0,1,0,True,sm,True,14,2,5.9,63.5,49.1,False,Low,46.0
STU0265,Martha Collen-Daly,martha.collen.daly265@fictional-campus.test,28,Law,1,G2,37,17,9.4,90.7,1,18,0,63.7,82.4,7,1,3,2,0,False,base,True,0,2,11.0,66.2,50.9,False,Medium,63.8
STU0266,Mr. Tyrone Hanncard,mr..tyrone.hanncard266@fictional-campus.test,24,Economics and Finance,1,G3,53,16,6.4,81.5,3,29,2,35.1,63.2,6,1,0,0,0,False,sm,True,1,5,13.6,51.5,69.6,True,Low,49.6
STU0267,Cailum Field-Hoskins,cailum.field.hoskins267@fictional-campus.test,26,Computer Science,2,G1,22,16,8.4,81.9,5,30,8,65.5,62.1,5,1,4,2,0,False,base,True,8,1,21.1,55.5,56.4,True,Medium,64.4
STU0268,Ruairi Corless,ruairi.corless268@fictional-campus.test,22,Engineering,4,G1,58,21,7.5,79.1,1,23,4,70.7,62.5,2,1,2,1,0,True,base,False,14,0,5.0,58.9,45.9,False,High,70.2
STU0269,Adam Meaney,adam.meaney269@fictional-campus.test,20,Law,1,G1,30,15,6.2,92.9,5,31,6,61.2,74.2,9,2,7,2,0,True,base,False,2,0,13.9,48.5,45.0,False,Medium,57.1
STU0270,Nikki O'Mahony,nikki.omahony270@fictional-campus.test,20,Business Studies,1,G3,40,14,7.1,73.0,3,28,4,50.7,68.5,5,1,6,1,0,False,base,True,1,0,10.5,70.2,51.0,False,Low,50.3
STU0271,Antoin Hernon-Leddon,antoin.hernon.leddon271@fictional-campus.test,19,Computer Science,2,G2,58,21,7.8,84.4,4,35,4,70.3,71.5,4,1,1,0,0,True,base,True,5,0,12.6,68.4,52.2,False,Medium,66.6
STU0272,Miss Orla O'Cassidy,miss.orla.ocassidy272@fictional-campus.test,18,Economics and Finance,1,G1,45,13,6.7,84.4,2,16,6,57.5,64.9,4,2,3,0,0,False,base,True,9,1,9.1,62.1,48.7,False,Medium,60.6
STU0273,Emmett Kerr,emmett.kerr273@fictional-campus.test,21,Law,2,G2,86,18,5.6,91.8,4,31,1,76.1,64.4,3,1,4,1,0,False,base,True,0,0,5.0,37.1,45.3,False,High,75.3
STU0274,Mr. Lorcan Devery,mr..lorcan.devery274@fictional-campus.test,20,Marketing,2,G3,47,18,6.9,83.1,4,19,5,53.9,73.0,4,1,4,1,0,True,lg,True,0,3,5.8,51.2,44.7,False,Medium,57.1
STU0275,Constance Farren,constance.farren275@fictional-campus.test,21,Law,3,G1,53,15,7.1,80.3,2,22,2,53.5,74.4,2,1,2,1,1,True,base,True,18,2,9.7,69.5,51.0,False,Medium,59.0
STU0276,Colum Considine-Colhoun,colum.considine.colhoun276@fictional-campus.test,22,Law,1,G1,50,14,7.6,63.0,3,21,4,48.8,59.5,3,2,4,1,0,False,base,True,15,3,14.0,59.3,77.0,True,Low,47.8
STU0277,Hamish Ledwich,hamish.ledwich277@fictional-campus.test,19,Business Studies,1,G2,35,17,5.9,90.9,6,27,5,61.9,91.5,8,0,0,1,0,False,base,True,0,1,5.0,66.9,48.9,False,High,72.7
STU0278,Brooklyn O'Loan,brooklyn.oloan278@fictional-campus.test,26,Data Analytics,2,G2,73,13,6.3,88.3,4,29,6,54.8,64.5,4,1,3,0,0,False,lg,True,12,1,12.6,52.3,51.4,False,Low,53.4
STU0279,Miss Orfhlaith McQuaid,miss.orfhlaith.mcquaid279@fictional-campus.test,22,Computer Science,2,G1,51,14,5.6,84.3,4,17,3,47.7,69.1,5,0,2,0,0,False,base,True,1,0,7.9,45.0,47.4,False,Medium,55.3
STU0280,Patrick Thornton-Reardon,patrick.thornton.reardon280@fictional-campus.test,20,Law,3,G1,19,19,7.6,89.0,5,33,6,57.0,77.3,6,1,0,1,1,False,base,False,16,4,13.3,70.2,65.3,True,Medium,63.3
STU0281,Aoibhinn Cannon,aoibhinn.cannon281@fictional-campus.test,20,Computer Science,1,G2,42,13,4.5,97.1,5,11,1,53.4,64.2,5,0,0,1,0,False,lg,False,0,1,7.4,35.0,50.2,False,Medium,60.4
STU0282,Rhian MacNabb,rhian.macnabb282@fictional-campus.test,22,Business Studies,1,G1,56,16,6.4,78.4,2,21,3,48.1,68.5,4,2,10,2,0,True,base,True,0,1,6.4,65.8,57.8,True,Medium,56.0
STU0283,Darragh Bresnehan-Cryan,darragh.bresnehan.cryan283@fictional-campus.test,26,Psychology,4,G3,71,16,6.8,73.7,5,30,3,47.8,69.0,7,2,4,2,0,False,base,True,15,1,19.7,54.8,58.9,True,Low,49.0
STU0284,Shane Bourke,shane.bourke284@fictional-campus.test,19,Data Analytics,3,G2,55,18,7.8,73.0,5,32,5,56.3,76.3,4,0,0,2,0,False,base,True,0,0,5.0,60.7,49.5,False,Medium,57.0
STU0285,Dr. Shaun Canny,dr..shaun.canny285@fictional-campus.test,18,Computer Science,1,G2,38,4,7.0,73.3,6,15,2,39.9,46.1,8,2,8,0,0,False,base,True,0,2,16.1,61.1,62.6,True,Low,50.1
STU0286,Mr. Naoise Sheedy,mr..naoise.sheedy286@fictional-campus.test,20,Psychology,1,G2,27,17,8.2,100.0,2,41,9,78.9,94.1,8,1,1,1,0,False,base,False,0,0,15.8,61.8,38.1,False,High,82.5
STU0287,Dr. Garrett Geoghegan,dr..garrett.geoghegan287@fictional-campus.test,19,Psychology,2,G2,74,15,8.8,68.0,3,33,4,46.6,71.6,2,2,4,2,0,False,base,True,3,3,5.9,68.6,69.6,True,Medium,57.2
STU0288,Jena Randles-Cruise,jena.randles.cruise288@fictional-campus.test,19,Business Studies,1,G3,67,15,8.4,83.5,4,15,1,63.9,64.7,8,1,2,2,0,False,lg,True,0,0,8.4,64.0,50.0,False,Medium,63.3
STU0289,Fainche Meagher,fainche.meagher289@fictional-campus.test,19,Business Studies,2,G2,52,3,6.8,75.8,4,11,1,45.5,45.7,5,1,5,2,0,False,lg,True,0,0,6.0,75.5,52.1,False,Low,44.0
STU0290,Emilie Deady,emilie.deady290@fictional-campus.test,20,Business Studies,1,G3,52,19,7.2,79.4,2,28,5,68.3,72.9,0,2,7,3,0,False,base,True,7,0,10.8,72.2,33.0,False,Medium,62.2
STU0291,Ms. Enya Mellet,ms..enya.mellet291@fictional-campus.test,18,Computer Science,2,G2,55,15,8.5,78.9,4,28,4,63.9,71.5,3,1,1,0,1,False,base,True,10,0,10.0,79.6,40.6,False,Medium,66.0
STU0292,Dr. Eden McPartland,dr..eden.mcpartland292@fictional-campus.test,21,Law,1,G3,62,9,7.6,75.5,1,23,1,51.9,59.6,0,2,6,0,0,False,base,True,0,0,8.8,60.1,52.8,False,Low,48.8
STU0293,Mrs. Jodie Crolly,mrs..jodie.crolly293@fictional-campus.test,27,Marketing,1,G1,9,12,6.3,58.7,5,28,6,28.0,65.0,5,2,6,0,1,False,base,False,23,3,16.0,41.1,84.1,True,Low,42.2
STU0294,Dawn MacNamara,dawn.macnamara294@fictional-campus.test,18,Data Analytics,4,G2,51,23,8.6,84.6,5,29,5,77.6,62.7,4,1,0,0,0,False,base,False,0,0,6.9,82.9,34.9,False,Medium,67.6
STU0295,Kristopher Sears,kristopher.sears295@fictional-campus.test,20,Law,1,G2,7,13,7.6,100.0,3,24,1,71.9,64.1,3,1,3,1,0,False,lg,False,8,0,5.0,76.3,38.8,False,Medium,63.0
STU0296,Mrs. Molly Tolan,mrs..molly.tolan296@fictional-campus.test,21,Computer Science,1,G3,11,16,8.8,62.4,1,39,3,60.2,73.8,0,4,7,0,0,False,base,False,10,1,14.7,92.4,56.2,True,Medium,62.0
STU0297,Jamie-Lee Cloherty,jamie.lee.cloherty297@fictional-campus.test,19,Computer Science,1,G3,42,18,7.1,80.5,5,27,3,72.6,66.2,5,2,7,0,0,False,base,True,0,0,16.2,85.8,39.2,False,Medium,67.0
STU0298,Piaras McDermod,piaras.mcdermod298@fictional-campus.test,18,Psychology,1,G3,60,11,6.9,89.7,3,18,2,53.2,76.8,5,1,4,0,0,False,base,True,0,0,9.3,65.1,47.9,False,Medium,61.5
STU0299,Rosie Richards-Nee,rosie.richards.nee299@fictional-campus.test,22,Economics and Finance,1,G1,94,10,7.5,77.3,4,26,6,58.5,59.4,5,0,1,0,0,False,base,True,1,0,8.5,55.7,51.2,False,Medium,55.3
STU0300,Mr. Dermot Kieran,mr..dermot.kieran300@fictional-campus.test,20,Law,2,G2,40,16,7.6,75.4,7,14,5,62.9,65.8,10,2,7,1,0,False,base,False,9,0,26.9,77.9,47.0,False,Medium,59.7
STU0301,Caitlyn Leddin,caitlyn.leddin301@fictional-campus.test,21,Computer Science,3,G2,26,19,6.5,88.8,5,26,4,72.5,75.9,5,2,3,1,0,True,sm,True,5,1,11.1,70.2,52.0,False,Medium,66.9
STU0302,Tiffany Price,tiffany.price302@fictional-campus.test,18,Economics and Finance,2,G1,56,12,8.4,86.7,2,28,4,52.5,66.6,5,2,4,1,0,False,lg,True,19,3,7.3,68.1,64.5,True,Low,44.2
STU0303,Angus Hosae,angus.hosae303@fictional-campus.test,19,Business Studies,1,G1,11,17,8.3,74.5,2,22,7,74.9,84.9,5,2,2,0,1,False,base,False,15,1,14.7,83.8,54.7,False,Medium,67.3
STU0304,Ms. Ella Tyrrell,ms..ella.tyrrell304@fictional-campus.test,21,Computer Science,1,G3,42,8,8.2,79.4,4,22,2,63.7,63.0,1,1,1,0,0,False,base,True,0,0,9.6,76.0,51.5,False,Low,53.5
STU0305,Ruairi Meaghan,ruairi.meaghan305@fictional-campus.test,19,Economics and Finance,2,G1,57,15,8.1,83.9,1,35,3,69.1,83.2,3,2,6,0,1,True,base,True,0,1,11.1,87.8,34.1,False,Medium,64.0
STU0306,Eamonn Devaney,eamonn.devaney306@fictional-campus.test,22,Law,3,G3,24,15,6.6,96.6,2,18,3,66.2,68.2,5,1,1,1,0,False,base,False,0,2,6.8,68.0,52.5,False,Medium,59.1
STU0307,Bronach Fenelon,bronach.fenelon307@fictional-campus.test,22,Marketing,1,G1,20,15,6.4,68.7,3,27,5,47.6,77.9,3,2,8,0,0,False,base,False,9,0,12.4,44.6,47.5,False,Medium,57.5
STU0308,Patricia Lennon,patricia.lennon308@fictional-campus.test,18,Psychology,3,G2,34,16,7.5,75.0,6,32,6,61.5,63.2,7,0,1,1,1,True,base,True,13,1,17.9,55.4,53.8,False,Medium,60.7
STU0309,Orlaigh Kinahan,orlaigh.kinahan309@fictional-campus.test,18,Computer Science,4,G2,23,24,8.7,69.9,2,36,8,28.2,77.9,1,0,3,1,0,False,sm,False,23,6,5.0,65.8,92.8,True,Low,49.0
STU0310,Sophie Piggott,sophie.piggott310@fictional-campus.test,21,Data Analytics,1,G2,36,12,5.3,93.0,5,21,9,56.8,63.2,8,2,6,0,0,False,base,False,10,0,11.1,55.9,35.0,False,Medium,57.0
STU0311,Dana O'Devenny,dana.odevenny311@fictional-campus.test,23,Engineering,1,G3,16,16,6.4,97.7,3,27,5,70.6,91.9,0,0,2,1,0,False,base,True,0,3,5.8,57.4,55.6,True,High,76.1
STU0312,Carly McHenry,carly.mchenry312@fictional-campus.test,27,Business Studies,1,G1,46,12,6.0,86.9,2,23,4,59.8,63.9,4,2,6,2,0,False,base,True,11,2,9.7,47.4,52.0,False,Medium,58.4
STU0313,Thomas Ruddy,thomas.ruddy313@fictional-campus.test,18,Economics and Finance,3,G1,31,16,7.5,84.3,5,25,3,64.5,57.5,3,1,4,2,0,False,lg,True,0,1,14.9,80.6,44.5,False,Medium,64.6
STU0314,Ms. Terri Connolly,ms..terri.connolly314@fictional-campus.test,20,Engineering,3,G1,57,21,7.3,86.5,2,37,5,72.8,82.2,5,1,4,0,0,False,base,True,0,2,22.6,71.6,44.4,False,High,72.5
STU0315,Leon Maughan-Ruane,leon.maughan.ruane315@fictional-campus.test,18,Law,1,G2,42,3,6.1,84.9,5,12,1,56.4,66.1,7,0,0,0,1,False,lg,True,0,1,10.0,60.1,46.7,False,Medium,59.2
STU0316,Adam Lane-Lordan,adam.lane.lordan316@fictional-campus.test,19,Business Studies,4,G3,74,13,6.8,92.7,4,19,2,46.4,66.3,8,0,3,1,0,False,base,True,0,2,14.1,66.0,43.3,False,Low,51.5
STU0317,Dr. Tess Farrell,dr..tess.farrell317@fictional-campus.test,23,Computer Science,2,G2,22,24,7.4,78.0,4,34,5,75.2,78.9,3,1,5,0,0,False,sm,False,0,1,10.6,56.0,52.0,False,High,74.0
STU0318,Kira Prendergast,kira.prendergast318@fictional-campus.test,22,Psychology,1,G3,35,24,7.7,81.8,3,32,8,73.0,79.0,5,0,0,0,1,False,base,True,14,0,18.2,82.6,34.6,False,High,73.0
STU0319,Erika Veale,erika.veale319@fictional-campus.test,20,Computer Science,1,G3,7,14,6.2,92.0,4,21,3,49.3,67.5,7,1,0,2,0,False,sm,False,13,3,15.2,59.8,57.2,True,Low,53.6
STU0320,Dr. Max MacMullan,dr..max.macmullan320@fictional-campus.test,22,Engineering,2,G3,52,17,6.6,69.6,5,26,6,52.1,61.2,10,0,2,1,0,False,lg,True,14,2,11.5,46.0,68.4,True,Medium,57.5
STU0321,Ms. Oonagh Hore,ms..oonagh.hore321@fictional-campus.test,23,Data Analytics,1,G2,65,12,6.3,73.8,3,34,4,48.3,66.7,6,0,0,0,1,False,base,True,7,1,12.0,40.9,46.9,False,Low,50.9
STU0322,Hannah Higgins-Melady,hannah.higgins.melady322@fictional-campus.test,19,Law,2,G1,57,14,5.6,70.0,2,22,4,49.3,71.8,3,2,6,1,0,False,base,False,11,0,17.0,42.9,60.9,True,Medium,55.6
STU0323,Hugh O'Regan,hugh.oregan323@fictional-campus.test,18,Economics and Finance,2,G2,71,20,6.1,96.4,2,25,2,65.4,75.9,4,3,5,0,1,False,base,True,4,0,6.7,67.1,37.2,False,Medium,63.0
STU0324,Dr. Harriet Feeney,dr..harriet.feeney324@fictional-campus.test,21,Law,3,G2,41,17,6.9,89.3,4,18,2,74.2,65.1,4,1,4,0,0,False,base,True,0,0,12.5,59.8,37.4,False,Medium,62.4
STU0325,Alexandria Doohan,alexandria.doohan325@fictional-campus.test,19,Business Studies,1,G1,39,11,8.0,81.5,5,23,3,61.1,62.0,5,2,5,0,0,False,base,False,0,0,5.0,64.6,37.8,False,Medium,60.1
STU0326,Lucia Maguire,lucia.maguire326@fictional-campus.test,19,Marketing,2,G1,71,14,5.2,91.4,4,25,9,55.7,65.9,5,2,4,1,0,False,base,True,0,3,19.2,51.9,54.1,False,Medium,61.5
STU0327,Mrs. Tia Nangle,mrs..tia.nangle327@fictional-campus.test,21,Marketing,2,G2,65,12,6.4,71.1,7,16,1,44.9,43.8,7,2,1,3,0,False,base,True,5,1,10.5,57.2,66.7,True,Low,44.5
STU0328,Reuben O'Doherty,reuben.odoherty328@fictional-campus.test,18,Computer Science,2,G1,38,15,8.1,74.4,3,33,2,57.8,81.4,4,1,4,1,1,False,base,True,8,0,14.4,70.9,47.0,False,Medium,60.3
STU0329,Conal Meenan,conal.meenan329@fictional-campus.test,22,Data Analytics,2,G3,31,17,5.7,83.6,2,30,5,60.7,73.1,1,2,8,0,0,True,base,True,13,1,14.8,59.1,50.6,False,Medium,68.7
STU0330,Ms. Antoinette O'Mahoney,ms..antoinette.omahoney330@fictional-campus.test,22,Marketing,2,G2,44,20,6.2,96.9,5,32,3,36.4,78.9,2,1,2,1,0,False,base,True,16,3,8.3,57.5,62.0,True,Medium,57.2
STU0331,Dr. Jared McNaughton,dr..jared.mcnaughton331@fictional-campus.test,20,Economics and Finance,1,G3,47,8,8.1,82.7,7,13,3,48.9,65.2,6,1,0,0,0,False,base,True,0,1,11.0,84.3,47.9,False,Low,48.5
STU0332,Mr. Jacob Stokes,mr..jacob.stokes332@fictional-campus.test,24,Computer Science,1,G1,5,14,6.5,83.2,4,26,4,53.9,80.0,1,2,2,2,0,True,lg,True,9,2,10.9,53.0,48.2,False,Low,52.8
STU0333,Eloise Quin,eloise.quin333@fictional-campus.test,21,Computer Science,1,G1,42,5,8.0,68.2,4,10,1,34.8,51.7,6,1,3,0,0,True,base,False,6,2,9.5,76.1,63.1,True,Low,44.1
STU0334,Mrs. Marie-Claire Connell,mrs..marie.claire.connell334@fictional-campus.test,23,Marketing,2,G2,43,17,8.3,90.7,3,32,6,72.3,80.6,6,2,4,0,1,False,base,False,7,1,17.0,68.2,45.2,False,High,78.0
STU0335,Wayne Leary,wayne.leary335@fictional-campus.test,22,Marketing,1,G2,44,14,6.4,75.5,7,22,5,56.4,54.4,4,1,5,0,0,False,base,True,0,2,11.5,46.2,61.4,True,Low,47.0
STU0336,Calum Mulrain,calum.mulrain336@fictional-campus.test,19,Economics and Finance,3,G3,5,17,7.4,77.5,3,22,7,48.2,65.8,6,2,3,1,1,False,base,True,12,1,8.5,70.7,54.4,False,Low,51.5
STU0337,William Darcy,william.darcy337@fictional-campus.test,19,Computer Science,1,G2,51,12,8.1,97.1,5,29,5,66.2,67.6,7,0,4,0,0,True,base,True,7,1,11.5,74.0,42.9,False,Medium,62.1
STU0338,Catriona Loughrey,catriona.loughrey338@fictional-campus.test,20,Data Analytics,4,G2,75,18,6.3,100.0,3,33,3,61.9,78.7,1,2,3,1,0,False,base,True,13,2,5.0,44.4,49.3,False,Medium,66.9
STU0339,Bailie MacNelis,bailie.macnelis339@fictional-campus.test,18,Engineering,2,G2,65,11,7.9,50.0,3,17,0,37.1,51.4,2,2,6,0,0,False,base,True,18,3,5.0,74.7,84.1,True,Low,38.3
STU0340,Mr. Glen McCrossan,mr..glen.mccrossan340@fictional-campus.test,19,Law,2,G3,19,18,8.0,81.9,4,37,7,50.6,66.8,6,2,5,0,0,False,lg,False,12,0,14.3,70.1,43.6,False,Low,51.4
STU0341,Jayde Fahy,jayde.fahy341@fictional-campus.test,25,Law,1,G2,57,12,6.6,80.5,6,28,3,54.6,73.8,6,2,7,0,0,False,base,True,0,3,12.1,66.3,67.0,True,Medium,60.4
STU0342,Rian Mellon,rian.mellon342@fictional-campus.test,21,Data Analytics,2,G3,33,14,5.9,75.9,6,25,6,53.5,56.9,5,1,0,0,0,False,base,True,13,0,11.2,54.7,53.5,False,Low,45.0
STU0343,Nicola Gaynard-Freely,nicola.gaynard.freely343@fictional-campus.test,20,Economics and Finance,1,G2,57,8,6.8,81.3,5,26,4,41.7,53.9,4,0,3,0,0,False,base,True,7,3,20.9,68.1,63.5,True,Low,47.0
STU0344,Cahir McGuirk,cahir.mcguirk344@fictional-campus.test,17,Computer Science,2,G1,31,17,8.1,83.2,5,30,8,72.6,60.6,5,2,2,1,0,False,base,True,0,0,16.9,88.9,33.0,False,Medium,62.7
STU0345,Nicola Hourigan-Rhattigan,nicola.hourigan.rhattigan345@fictional-campus.test,19,Computer Science,4,G2,30,22,5.6,98.4,4,31,7,66.9,84.7,2,2,7,0,0,False,base,True,0,0,13.3,35.5,35.3,False,High,72.8
STU0346,Carla Heslin-O'Goldrick,carla.heslin.ogoldrick346@fictional-campus.test,21,Computer Science,1,G1,88,10,8.3,58.8,3,29,3,39.7,60.7,6,2,3,0,0,False,base,False,19,3,14.9,56.1,82.3,True,Low,43.5
STU0347,Dr. Micheal Keehan,dr..micheal.keehan347@fictional-campus.test,18,Business Studies,1,G3,82,19,5.3,76.0,3,30,9,28.0,77.5,6,3,6,0,0,True,lg,True,22,4,7.7,35.0,96.2,True,Low,39.0
STU0348,Mr. Morgan Leavey,mr..morgan.leavey348@fictional-campus.test,21,Marketing,1,G2,87,10,7.3,75.3,4,17,1,45.7,39.1,3,1,2,1,0,False,base,True,13,2,5.0,45.5,75.5,True,Low,37.8
STU0349,Mr. Brian Neary,mr..brian.neary349@fictional-campus.test,20,Data Analytics,1,G3,65,8,5.7,83.3,2,16,3,50.1,56.8,3,1,3,0,0,False,base,True,0,0,11.9,47.6,56.9,True,Low,49.2
STU0350,Lorna Loughran,lorna.loughran350@fictional-campus.test,21,Computer Science,2,G2,29,15,6.8,66.0,5,26,5,45.7,65.0,3,1,0,1,0,False,base,True,12,2,5.0,69.6,70.4,True,Low,46.6
STU0351,Dr. Evan O'Doherty,dr..evan.odoherty351@fictional-campus.test,20,Business Studies,1,G1,62,16,7.1,82.1,4,28,9,60.4,65.4,8,1,4,1,0,True,base,True,0,2,9.1,64.1,57.1,True,Low,52.7
STU0352,Miss Ciara McIlroy,miss.ciara.mcilroy352@fictional-campus.test,20,Data Analytics,1,G1,10,14,7.4,69.0,4,18,7,60.8,59.6,6,2,3,0,0,False,base,True,10,0,7.3,77.5,46.7,False,Low,54.5
STU0353,Dr. Bethany Hollins,dr..bethany.hollins353@fictional-campus.test,26,Marketing,2,G3,60,8,7.7,91.2,5,21,2,49.5,57.4,6,1,2,1,0,False,base,True,7,2,9.5,62.4,54.5,False,Low,51.3
